Country       ,Response_measure                            ,date_start ,date_end   ,stringency_score    ,intervention_duration ,intervention_category ,stringency_category
Spain         ,IndoorOver100                               ,2020-05-18 ,2020-10-24 , 20.0               ,                  159 ,Gathering             ,Low
Spain         ,MasksMandatoryAllSpaces                     ,2021-03-30 ,2021-06-25 , 85.0               ,                   87 ,Masks                 ,High
Spain         ,MasksMandatoryAllSpaces                     ,2021-12-24 ,2022-02-08 , 85.0               ,                   46 ,Masks                 ,High
Spain         ,MasksMandatoryAllSpacesPartial              ,2020-05-21 ,2021-03-29 , 42.5               ,                  312 ,Masks                 ,Low
Spain         ,MasksMandatoryAllSpacesPartial              ,2021-06-26 ,2021-12-23 , 42.5               ,                  180 ,Masks                 ,Low
Spain         ,MasksMandatoryAllSpacesPartial              ,2022-02-09 ,2022-04-19 , 42.5               ,                   69 ,Masks                 ,Low
Spain         ,MasksMandatoryClosedSpaces                  ,2020-05-04 ,2020-05-20 , 20.0               ,                   16 ,Masks                 ,Low
Spain         ,MasksMandatoryClosedSpacesPartial           ,2022-04-20 ,2022-07-31 , 20.0               ,                  102 ,Masks                 ,Low
Spain         ,MasksVoluntaryClosedSpaces                  ,2020-03-13 ,2020-05-03 , 20.0               ,                   51 ,Masks                 ,Low
Spain         ,MasksVoluntaryClosedSpaces                  ,2022-07-05 ,2022-07-31 , 20.0               ,                   26 ,Masks                 ,Low
Spain         ,MassGather50                                ,2020-03-14 ,2020-05-17 , 20.0               ,                   64 ,Gathering             ,Low
Spain         ,MassGather50                                ,2020-12-23 ,2021-01-05 , 20.0               ,                   13 ,Gathering             ,Low
Spain         ,MassGather50                                ,2021-03-17 ,2021-03-21 , 20.0               ,                    4 ,Gathering             ,Low
Spain         ,MassGather50                                ,2021-03-26 ,2021-04-09 , 20.0               ,                   14 ,Gathering             ,Low
Spain         ,MassGatherAll                               ,2020-03-14 ,2020-05-17 , 20.0               ,                   64 ,Gathering             ,Low
Spain         ,MassGatherAll                               ,2020-12-23 ,2021-01-05 , 20.0               ,                   13 ,Gathering             ,Low
Spain         ,MassGatherAll                               ,2021-03-17 ,2021-03-21 , 20.0               ,                    4 ,Gathering             ,Low
Spain         ,MassGatherAll                               ,2021-03-26 ,2021-04-09 , 20.0               ,                   14 ,Gathering             ,Low
Spain         ,MassGatherAllPartial                        ,2020-05-18 ,2020-10-24 , 20.0               ,                  159 ,Gathering             ,Low
Spain         ,NonEssentialShops                           ,2020-03-14 ,2020-05-21 , 55.00000000000001  ,                   68 ,Business              ,Medium
Spain         ,NonEssentialShopsPartial                    ,2020-05-22 ,2020-06-21 , 27.500000000000004 ,                   30 ,Business              ,Low
Spain         ,NonEssentialShopsPartial                    ,2020-10-01 ,2021-05-08 , 27.500000000000004 ,                  219 ,Business              ,Low
Spain         ,OutdoorOver1000                             ,2020-05-18 ,2020-10-24 , 20.0               ,                  159 ,Gathering             ,Low
Spain         ,PlaceOfWorshipPartial                       ,2020-03-14 ,2020-06-21 , 20.0               ,                   99 ,Public Space          ,Low
Spain         ,PlaceOfWorshipPartial                       ,2020-10-01 ,2021-05-08 , 20.0               ,                  219 ,Public Space          ,Low
Spain         ,PrivateGatheringRestrictionsPartial         ,2020-05-25 ,2021-05-08 , 30.0               ,                  348 ,Gathering             ,Low
Spain         ,QuarantineForInternationalTravellers        ,2020-05-15 ,2021-12-26 , 60.0               ,                  590 ,Travel                ,Medium
Spain         ,RegionalStayHomeOrderPartial                ,2020-10-25 ,2021-06-07 , 45.0               ,                  225 ,Lockdown              ,Low
Spain         ,RegionalStayHomeOrderPartial                ,2021-07-19 ,2021-09-10 , 45.0               ,                   53 ,Lockdown              ,Low
Spain         ,RegionalStayHomeOrderPartial                ,2021-12-24 ,2022-01-29 , 45.0               ,                   36 ,Lockdown              ,Low
Spain         ,RestaurantsCafes                            ,2020-03-14 ,2020-05-21 , 20.0               ,                   68 ,Business              ,Low
Spain         ,RestaurantsCafesPartial                     ,2020-05-22 ,2020-06-21 , 20.0               ,                   30 ,Business              ,Low
Spain         ,RestaurantsCafesPartial                     ,2020-08-14 ,2021-05-08 , 20.0               ,                  267 ,Business              ,Low
Spain         ,SocialCirclePartial                         ,2020-08-27 ,2020-08-28 , 20.0               ,                    1 ,Social Distancing     ,Low
Spain         ,StayHomeGen                                 ,2020-03-12 ,2020-03-13 , 20.0               ,                    1 ,Lockdown              ,Low
Spain         ,StayHomeOrder                               ,2020-03-14 ,2020-04-23 ,100.0               ,                   40 ,Lockdown              ,High
Spain         ,StayHomeOrderPartial                        ,2020-04-24 ,2020-06-21 , 50.0               ,                   58 ,Lockdown              ,Medium
Spain         ,StayHomeRiskG                               ,2020-03-12 ,2020-03-13 , 20.0               ,                    1 ,Lockdown              ,Low
Spain         ,TeleworkingPartial                          ,2020-03-12 ,2022-07-31 , 20.0               ,                  871 ,Workplace             ,Low
Sweden        ,AdaptationOfWorkplace                       ,2020-07-08 ,2020-12-31 , 20.0               ,                  176 ,Workplace             ,Low
Sweden        ,AdaptationOfWorkplacePartial                ,2020-03-25 ,2020-07-07 , 20.0               ,                  104 ,Workplace             ,Low
Sweden        ,ClosHigh                                    ,2020-03-17 ,2021-05-31 , 20.0               ,                  440 ,Education             ,Low
Sweden        ,ClosHighPartial                             ,2022-01-12 ,2022-02-08 , 20.0               ,                   27 ,Education             ,Low
Sweden        ,ClosPubAnyPartial                           ,2020-07-01 ,2021-09-28 , 20.0               ,                  454 ,Public Space          ,Low
Sweden        ,ClosPubAnyPartial                           ,2022-01-12 ,2022-02-09 , 20.0               ,                   28 ,Public Space          ,Low
Sweden        ,ClosSec                                     ,2020-03-18 ,2020-06-15 , 20.0               ,                   89 ,Education             ,Low
Sweden        ,ClosSec                                     ,2020-12-07 ,2021-01-06 , 20.0               ,                   30 ,Education             ,Low
Sweden        ,ClosSec                                     ,2021-01-11 ,2021-04-01 , 20.0               ,                   80 ,Education             ,Low
Sweden        ,ClosSecPartial                              ,2020-11-23 ,2020-12-06 , 20.0               ,                   13 ,Education             ,Low
Sweden        ,ClosureOfPublicTransportPartial             ,2021-06-01 ,2021-07-15 , 35.0               ,                   44 ,Transport             ,Low
Sweden        ,EntertainmentVenuesPartial                  ,2021-03-25 ,2021-05-31 , 20.0               ,                   67 ,Public Space          ,Low
Sweden        ,GymsSportsCentresPartial                    ,2021-01-10 ,2021-06-01 , 20.0               ,                  142 ,Public Space          ,Low
Sweden        ,IndoorOver50                                ,2021-12-23 ,2022-01-18 , 20.0               ,                   26 ,Gathering             ,Low
Sweden        ,IndoorOver500                               ,2020-03-12 ,2021-09-29 , 20.0               ,                  566 ,Gathering             ,Low
Sweden        ,IndoorOver500                               ,2021-12-01 ,2021-12-22 , 20.0               ,                   21 ,Gathering             ,Low
Sweden        ,IndoorOver500                               ,2022-01-19 ,2022-02-09 , 20.0               ,                   21 ,Gathering             ,Low
Sweden        ,MasksVoluntaryClosedSpacesPartial           ,2021-01-07 ,2021-07-01 , 20.0               ,                  175 ,Masks                 ,Low
Sweden        ,MasksVoluntaryClosedSpacesPartial           ,2021-12-23 ,2022-02-08 , 20.0               ,                   47 ,Masks                 ,Low
Sweden        ,MassGather50                                ,2020-03-29 ,2021-05-31 , 20.0               ,                  428 ,Gathering             ,Low
Sweden        ,MassGather50Partial                         ,2021-12-23 ,2022-01-18 , 20.0               ,                   26 ,Gathering             ,Low
